id,realm,depth,current_type,is_leaf,current_path,bucket,target_path,target_realm,proposed_new_type,import_source,notes
history-lists-disasters,History,3,event,true,History / Lists / Disasters,INTRA_REALM,History / Historical events / Disasters,,event_container,,"Parent for natural-disasters, industrial-disasters, nuclear-accidents below"
history-lists-earthquakes,History,3,event,true,History / Lists / Earthquakes,INTRA_REALM,History / Historical events / Natural disasters / Earthquakes,,event_list,,Historical earthquakes; distinct from Science / Earth science / Geology / Earthquakes (geophysics) — cross-link via realm_tags
history-lists-epidemics,History,3,event,true,History / Lists / Epidemics,INTRA_REALM,History / Historical events / Epidemics,,event_list,,Historical-events; cross-link to Health/Public health
history-lists-famous-deaths-by-cause,History,3,event,true,History / Lists / Famous deaths by cause,INTRA_REALM,History / Historical events / Famous deaths by cause,,event_list,,Historical-figures reference
history-lists-famous-speeches,History,3,event,true,History / Lists / Famous speeches,INTRA_REALM,History / Historical events / Famous speeches,,event_list,,Rhetorical-history reference
history-lists-fires,History,3,event,true,History / Lists / Fires,INTRA_REALM,History / Historical events / Disasters / Fires,,event_list,,Sub-disaster category
history-lists-foreign-policy-doctrines,History,3,event,true,History / Lists / Foreign policy doctrines,CROSS_REALM,Society / Government / Foreign policy / Doctrines,Society,concept_list,,Governance-concept; Society/Government L2
history-lists-former-sovereign-states,History,3,event,true,History / Lists / Former sovereign states,INTRA_REALM,History / Historical states / Former sovereign states,,entity_list,,Historical-states L2 is canonical home
history-lists-guerrilla-movements,History,3,event,true,History / Lists / Guerrilla movements,INTRA_REALM,History / Military history / Guerrilla movements,,organization_list,,Could also live under Society / Social movements
history-lists-helicopter-prison-escapes,History,3,event,true,History / Lists / Helicopter prison escapes,INTRA_REALM,History / Historical events / Helicopter prison escapes,,curiosity_list,,Trivia-class historical event
history-lists-historians-by-subfield,History,3,event,true,History / Lists / Historians by subfield,INTRA_REALM,History / Historians / By subfield,,role_list,,"New L2 ""Historians"" needed, or rehome under History of fields"
history-lists-historical-anniversaries,History,3,event,true,History / Lists / Historical anniversaries,LENS,lens: anniversary axis on History,,,,§12 lens; pairs with By-year/On-this-day
history-lists-historical-sites,History,3,event,true,History / Lists / Historical sites,INTRA_REALM,History / Historical sites,,site_container,,New L2 candidate; could live under Historical sciences
history-lists-industrial-disasters,History,3,event,true,History / Lists / Industrial disasters,INTRA_REALM,History / Historical events / Disasters / Industrial,,event_list,,Sub-disaster category
history-lists-invasions,History,3,event,true,History / Lists / Invasions,INTRA_REALM,History / Military history / Invasions,,event_list,,Military-history L2
history-lists-inventions,History,3,event,true,History / Lists / Inventions,INTRA_REALM,History / Historical events / Inventions,,event_list,,"Could pair with Tech / Lists / Timeline of historic inventions (LENS) — Inventions as the canonical atom set, timeline as the lens"
history-lists-inventors-killed-by-their-own-inventions,History,3,event,true,History / Lists / Inventors killed by their own inventions,INTRA_REALM,History / Historical events / Inventors killed by their own inventions,,curiosity_list,,§5 keeps THIS copy (Self/Lists dup deletes)
history-lists-kidnappings,History,3,event,true,History / Lists / Kidnappings,INTRA_REALM,History / Historical events / Kidnappings,,event_list,,Historical-events L2
history-lists-military-disasters,History,3,event,true,History / Lists / Military disasters,INTRA_REALM,History / Military history / Disasters,,event_list,,Military-history L2
history-lists-military-operations,History,3,event,true,History / Lists / Military operations,INTRA_REALM,History / Military history / Operations,,event_list,,Military-history L2
history-lists-missing-treasure,History,3,event,true,History / Lists / Missing treasure,INTRA_REALM,History / Historical events / Missing treasure,,curiosity_list,,Trivia-class
history-lists-musical-events-historical,History,3,event,true,History / Lists / Musical events (historical),CROSS_REALM,Culture / Performing arts / Music / Historical musical events,Culture,event_list,,Music-domain history
history-lists-natural-disasters,History,3,event,true,History / Lists / Natural disasters,INTRA_REALM,History / Historical events / Disasters / Natural,,event_container,,Parent for earthquakes/cyclones/fires above
history-lists-nobel-prizes,History,3,event,true,History / Lists / Nobel Prizes,INTRA_REALM,History / Historical events / Nobel Prizes,,award_list,,Historical-awards reference
history-lists-nuclear-accidents,History,3,event,true,History / Lists / Nuclear accidents,INTRA_REALM,History / Historical events / Disasters / Nuclear accidents,,event_list,,Sub-disaster category
history-lists-on-this-day,History,3,event,true,History / Lists / On this day,LENS,lens: calendar-day axis on History,,,,§12 lens — calendar-day perspective on historical events
history-lists-power-outages,History,3,event,true,History / Lists / Power outages,INTRA_REALM,History / Historical events / Disasters / Power outages,,event_list,,Sub-disaster category
history-lists-recessions,History,3,event,true,History / Lists / Recessions,INTRA_REALM,History / Historical events / Recessions,,event_list,,Economic-history events
history-lists-revolutions-and-rebellions,History,3,event,true,History / Lists / Revolutions and rebellions,INTRA_REALM,History / Historical events / Revolutions and rebellions,,event_list,,Historical-events L2
history-lists-riots,History,3,event,true,History / Lists / Riots,INTRA_REALM,History / Historical events / Riots,,event_list,,Historical-events L2
history-lists-roman-governorships-of-britain,History,3,event,true,History / Lists / Roman Governorships of Britain,INTRA_REALM,History / Ancient civilizations / Roman / Britain / Governorships,,role_list,,Ancient-civilizations L2; very specific historical office
history-lists-roman-sites,History,3,event,true,History / Lists / Roman sites,INTRA_REALM,History / Ancient civilizations / Roman / Sites,,site_list,,Roman archaeological sites
history-lists-scientific-discoveries,History,3,event,true,History / Lists / Scientific discoveries,CROSS_REALM,Science / Scientific method and meta-science / History of science / Scientific discoveries,Science,event_list,,Could also stay under History — domain overlap; History of science L2 is canonical
history-lists-sieges,History,3,event,true,History / Lists / Sieges,INTRA_REALM,History / Military history / Sieges,,event_list,,Military-history L2
history-lists-space-shuttle-missions,History,3,event,true,History / Lists / Space Shuttle missions,CROSS_REALM,Science / Astronomy and space science / Space exploration / Space Shuttle missions,Science,mission_list,,Space-history; could live under either realm
history-lists-strikes,History,3,event,true,History / Lists / Strikes,CROSS_REALM,Society / Social movements / Strikes,Society,event_list,,Labor-history → Society / Social movements (cross-drawer dup with Society / Lists / Strikes list — that copy also moves here)
history-lists-tariffs,History,3,event,true,History / Lists / Tariffs,CROSS_REALM,Society / Economy and business / Tariffs,Society,policy_list,,Economic-policy
history-lists-ticker-tape-parades-in-new-york-city,History,3,event,true,History / Lists / Ticker-tape parades in New York City,INTRA_REALM,History / Historical events / Ticker-tape parades in New York City,,event_list,,NYC-specific historical-ceremonies
history-lists-treaties,History,3,event,true,History / Lists / Treaties,INTRA_REALM,History / Historical events / Treaties,,document_list,,Diplomatic history; could also live under Society / Government / Foreign policy
history-lists-un-peacekeeping-missions,History,3,event,true,History / Lists / UN peacekeeping missions,CROSS_REALM,Society / Government / International organizations (categories) / UN / Peacekeeping missions,Society,mission_list,,Existing UN-related branch in Society
history-lists-united-states-supreme-court-cases,History,3,event,true,History / Lists / United States Supreme Court cases,CROSS_REALM,Society / Law / United States Supreme Court cases,Society,case_list,,Legal history → Society / Law
history-lists-wobbly-lingo,History,3,event,true,History / Lists / Wobbly lingo,ADJUDICATE,,,,,"§10: IWW glossary. Niche labor-history vocab. Society/Linguistics, Society/Social movements/Labor, or dissolve?"
history-lists-world-records-in-chess-historical,History,3,event,true,History / Lists / World records in chess (historical),DISSOLVE,,,,,Cross-drawer dup: culture-games-board-games-chess-lists-chess-world-records moves to Culture / Games / Board games / Chess / World records and subsumes both current+historical records. Cross-link via realm_tags.
human-activities-lists,Human activities,2,event,false,Human activities / Lists,DISSOLVE_CONTAINER,,,,,
human-activities-lists-battles-by-casualties,Human activities,3,event,true,Human activities / Lists / Battles by casualties,CROSS_REALM,History / Military history / Battles by casualties,History,event_list,,Military history domain
human-activities-lists-carbon-dioxide-emissions-by-country,Human activities,3,event,true,Human activities / Lists / Carbon dioxide emissions by country,LENS,lens: by-country on Human activities / Environmental impact / Climate change OR Science / Earth science / Climate science,,,,§12 lens — country axis on emissions atom
human-activities-lists-environmental-disasters-list,Human activities,3,event,true,Human activities / Lists / Environmental disasters list,CROSS_REALM,History / Historical events / Environmental disasters,History,event_list,,Historical events of environmental harm
human-activities-lists-environmental-issues,Human activities,3,event,true,Human activities / Lists / Environmental issues,DISSOLVE,,,,,Cross-drawer dup with Society / Lists / Environmental issues. Real home: Human activities / Environmental impact (L2 exists). Both Lists copies dissolve; canonical atom is the L2 itself.
human-activities-lists-games,Human activities,3,event,true,Human activities / Lists / Games,DISSOLVE,,,,,Dup of Culture / Games (which IS the real L2). Cross-link via realm_tags if needed.
human-activities-lists-greenhouse-gas-emissions-top-contributors,Human activities,3,event,true,"Human activities / Lists / Greenhouse gas emissions, top contributors",CROSS_REALM,"Science / Earth science / Climate science / Greenhouse gas emissions, top contributors",Science,reference,,Climate-science data table
human-activities-lists-greenhouse-gases-ipcc-list,Human activities,3,event,true,Human activities / Lists / Greenhouse gases (IPCC list),CROSS_REALM,Science / Earth science / Climate science / Greenhouse gases (IPCC list),Science,reference,,IPCC scientific reference
human-activities-lists-languages,Human activities,3,event,true,Human activities / Lists / Languages,DISSOLVE,,,,,Dup of Society / Linguistics / Languages (existing real branch). Society version becomes IMPORT_REALIZE (ISO 639). Cross-link via realm_tags if needed.
human-activities-lists-martial-arts,Human activities,3,event,true,Human activities / Lists / Martial arts,DISSOLVE,,,,,Dup of Culture / Sports / Combat sports / Martial arts (existing real branch). Cross-link via realm_tags.
human-activities-lists-methods-of-capital-punishment,Human activities,3,event,true,Human activities / Lists / Methods of capital punishment,CROSS_REALM,Justice / Prosecutions / Methods of capital punishment,Justice,reference,,Punishment methods — Justice/Prosecutions L2 is real home
human-activities-lists-mudras,Human activities,3,event,true,Human activities / Lists / Mudras,CROSS_REALM,Religion / Concepts / Mudras,Religion,concept_list,,Hindu/Buddhist ritual hand-gestures; Religion is the domain. Could also be Culture/Performing arts.
human-activities-lists-musical-instruments,Human activities,3,event,true,Human activities / Lists / Musical instruments,DISSOLVE,,,,,Dup of Culture / Performing arts / Music / Musical instruments (existing real branch). Cross-link via realm_tags.
human-activities-lists-newspapers,Human activities,3,event,true,Human activities / Lists / Newspapers,DISSOLVE,,,,,Dup of Culture / Mass media / Print media / Newspapers (existing real branch). Reference duplicate also dissolves per §13.
human-activities-lists-schools,Human activities,3,event,true,Human activities / Lists / Schools,INTRA_REALM,Human activities / Views / Education (practice) / Schools,,institution_list,,Educational schools (NOT Philosophy/Schools — that's schools-of-thought). Distinct concept from Philosophy/Schools per query confirmation.
human-activities-lists-songs,Human activities,3,event,true,Human activities / Lists / Songs,DISSOLVE,,,,,Dup of Culture / Performing arts / Music / Lists / Songs and compositions (which itself dissolves into Culture/Performing arts/Music)
human-activities-lists-spin-offs,Human activities,3,event,true,Human activities / Lists / Spin-offs,ADJUDICATE,,,,,"Near-dup with Culture / TV / Lists / Television programs / Spin-off shows. Conceptually broader (corporate spinoffs, fictional spinoffs). Surface to determine home."
human-activities-lists-wars-by-death-toll,Human activities,3,event,true,Human activities / Lists / Wars by death toll,CROSS_REALM,History / Wars / By death toll,History,reference,,War-history reference; History/Wars L2 exists
human-activities-lists-weight-training-exercises,Human activities,3,event,true,Human activities / Lists / Weight training exercises,DISSOLVE,,,,,Dup of Health / Physical exercise / Weight training exercises (existing real branch). Cross-link via realm_tags.
justice-lists,Justice,2,event,false,Justice / Lists,DISSOLVE_CONTAINER,,,,,Container — delete after drain
justice-lists-government-oversight-bodies,Justice,3,event,true,Justice / Lists / Government oversight bodies,INTRA_REALM,Justice / Patterns / Institutional capture / Government oversight bodies,,entity_list,,Belongs with institutional-capture patterns or as its own L3 under Patterns
justice-lists-investigative-journalism-outlets,Justice,3,event,true,Justice / Lists / Investigative journalism outlets,INTRA_REALM,Justice / Evidence / Investigative journalism outlets,,entity_list,,Investigative journalism produces evidence — Evidence L2 is the natural home
justice-lists-notable-accountability-cases-reference,Justice,3,event,true,Justice / Lists / Notable accountability cases (reference),INTRA_REALM,Justice / Prosecutions / Notable accountability cases,,reference,,"Cases live under Prosecutions; drop ""(reference)"" suffix"
justice-lists-notable-whistleblowers-reference,Justice,3,event,true,Justice / Lists / Notable whistleblowers (reference),INTRA_REALM,Justice / Evidence / Notable whistleblowers,,reference,,"Whistleblowers as evidence-source role; drop ""(reference)"" suffix"
justice-lists-truth-commissions-historical,Justice,3,event,true,Justice / Lists / Truth commissions (historical),INTRA_REALM,Justice / Progress / Truth commissions,,institution_list,,"Progress L2 is the existing home for restorative justice mechanisms; drop ""(historical)"" suffix — current commissions also belong here"
justice-lists-whistleblower-support-organizations,Justice,3,event,true,Justice / Lists / Whistleblower support organizations,INTRA_REALM,Justice / Evidence / Whistleblower support organizations,,organization_list,,Pairs with notable-whistleblowers above
math-lists,Math,2,event,false,Math / Lists,DISSOLVE_CONTAINER,,,,,
math-lists-basic-mathematics,Math,3,event,true,Math / Lists / Basic mathematics,ADJUDICATE,,,,,"§10: outline-page borderline — dissolve as navigation, or rehome as thin intro branch under Math/Concepts?"
math-lists-games-mathematical,Math,3,event,true,Math / Lists / Games (mathematical),INTRA_REALM,Math / Concepts / Mathematical games,,concept_list,,"Recreational mathematics; rename ""Games (mathematical)"" → ""Mathematical games"""
math-lists-integrals,Math,3,event,true,Math / Lists / Integrals,INTRA_REALM,Math / Mathematical objects / Integrals,,object_list,,Tables of integrals are mathematical objects
math-lists-mathematical-series,Math,3,event,true,Math / Lists / Mathematical series,INTRA_REALM,Math / Mathematical objects / Mathematical series,,object_list,,Series as mathematical objects
math-lists-mathematics-lists-meta,Math,3,event,true,Math / Lists / Mathematics lists (meta),DISSOLVE,,,,,§6 hard dissolve — literally a list-of-math-lists. Pure navigation.
math-lists-prime-numbers-list,Math,3,event,true,Math / Lists / Prime numbers list,INTRA_REALM,Math / Mathematical objects / Prime numbers,,object_list,,"Drop "" list"" suffix on rehome"
math-lists-principia-mathematica-glossary-items,Math,3,event,true,Math / Lists / Principia Mathematica glossary items,INTRA_REALM,Math / Foundations and meta-mathematics / Principia Mathematica glossary,,reference,,Russell/Whitehead-specific historical reference
math-lists-shapes-with-metaphorical-names,Math,3,event,true,Math / Lists / Shapes with metaphorical names,INTRA_REALM,Math / Mathematical objects / Shapes with metaphorical names,,curiosity_list,,Trivia-class but mathematically grounded; keep
math-lists-systems-theory,Math,3,event,true,Math / Lists / Systems theory,DISSOLVE,,,,,Cross-realm dup: Society / Social sciences / Systems theory exists in production (verified collision check). Drop Math/Lists copy; cross-link via realm_tags.
math-lists-tensor-theory,Math,3,event,true,Math / Lists / Tensor theory,INTRA_REALM,Math / Branches of mathematics / Pure mathematics / Tensor theory,,branch,,Branches L2 holds tensor theory; verify exact L3 path on apply
philosophy-lists,Philosophy,2,event,false,Philosophy / Lists,DISSOLVE_CONTAINER,,,,,
philosophy-lists-aesthetics-topics-list,Philosophy,3,event,true,Philosophy / Lists / Aesthetics topics list,DISSOLVE,,,,,§6 hard dissolve — outline of Philosophy / Branches / Aesthetics
philosophy-lists-eastern-philosophers-timeline,Philosophy,3,event,true,Philosophy / Lists / Eastern philosophers timeline,LENS,lens: temporal-axis applied to Philosophy / By region / Eastern philosophy + History / History of fields / History of philosophy,,,,§12 lens conversion; gated on lens mechanism
philosophy-lists-epistemology-topics-list,Philosophy,3,event,true,Philosophy / Lists / Epistemology topics list,DISSOLVE,,,,,§6 hard dissolve — outline of Philosophy / Branches / Epistemology
philosophy-lists-ethics-topics-list,Philosophy,3,event,true,Philosophy / Lists / Ethics topics list,DISSOLVE,,,,,§6 hard dissolve — outline of Philosophy / Branches / Ethics
philosophy-lists-history-of-western-philosophy-list,Philosophy,3,event,true,Philosophy / Lists / History of Western Philosophy list,ADJUDICATE,,,,,"§10: borderline outline — dissolve as nav, or rehome under History/History-of-philosophy as thin reference?"
philosophy-lists-logic-topics-list,Philosophy,3,event,true,Philosophy / Lists / Logic topics list,DISSOLVE,,,,,§6 hard dissolve — outline of Philosophy / Branches / Logic
philosophy-lists-metaphysics-topics-list,Philosophy,3,event,true,Philosophy / Lists / Metaphysics topics list,DISSOLVE,,,,,§6 hard dissolve — outline of Philosophy / Branches / Metaphysics
philosophy-lists-philosophers-role-category,Philosophy,3,event,true,Philosophy / Lists / Philosophers (role/category),IMPORT_REALIZE,Philosophy / Philosophers,,role_container,philosophical-reference DB (SEP/IEP biographical index),"New L2 ""Philosophers"" needed (or rehome under Philosophy/Schools as members); ambiguous, surface in summary"
philosophy-lists-philosophical-timelines,Philosophy,3,event,true,Philosophy / Lists / Philosophical timelines,LENS,lens: temporal-axis (parent of Eastern + Western timelines),,,,§12; consolidate with the two timeline children above
philosophy-lists-philosophies-list,Philosophy,3,event,true,Philosophy / Lists / Philosophies list,DISSOLVE,,,,,List-of-philosophies meta. Real homes are Philosophy/Schools + Philosophy/Branches.
philosophy-lists-philosophy-topics-list,Philosophy,3,event,true,Philosophy / Lists / Philosophy topics list,DISSOLVE,,,,,§6 hard dissolve — meta-outline of all philosophy
philosophy-lists-western-philosophers-timeline,Philosophy,3,event,true,Philosophy / Lists / Western philosophers timeline,LENS,lens: temporal-axis applied to Philosophy / By region / Western philosophy + History / History of fields / History of philosophy,,,,§12 lens conversion; gated on lens mechanism
reference-general-reference-lists-lists,Reference,3,event,true,Reference / General reference lists / Lists,DISSOLVE,,,,,Lists-of-lists meta page; pure navigation. §13 dissolves the General-reference-lists L2 entirely anyway.
religion-lists,Religion,2,event,false,Religion / Lists,DISSOLVE_CONTAINER,,,,,
religion-lists-angels-list,Religion,3,event,true,Religion / Lists / Angels list,INTRA_REALM,Religion / Beings / Angels,,entity_list,,"Beings L2 is canonical home; drop "" list"" suffix"
religion-lists-bible-stories,Religion,3,event,true,Religion / Lists / Bible stories,INTRA_REALM,Religion / Sacred texts / Bible / Stories,,narrative_list,,Bible-specific narrative reference
religion-lists-biblical-nameless,Religion,3,event,true,Religion / Lists / Biblical nameless,INTRA_REALM,Religion / Sacred texts / Bible / Unnamed figures,,curiosity_list,,"Bible-specific curiosity; rename ""Biblical nameless"" → ""Unnamed figures"""
religion-lists-biblical-names,Religion,3,event,true,Religion / Lists / Biblical names,INTRA_REALM,Religion / Sacred texts / Bible / Names,,reference,,Onomastic reference
religion-lists-cathedrals,Religion,3,event,true,Religion / Lists / Cathedrals,IMPORT_REALIZE,Religion / Concepts / Sacred architecture / Cathedrals,,entity_list,religious-architecture registry (Catholic dioceses + UNESCO),Open-ended entity set
religion-lists-christian-denominations-list,Religion,3,event,true,Religion / Lists / Christian denominations list,INTRA_REALM,Religion / Major religions / Christianity / Denominations,,denomination_list,,"Drop "" list"" suffix"
religion-lists-deities-list,Religion,3,event,true,Religion / Lists / Deities list,INTRA_REALM,Religion / Beings / Deities,,entity_list,,Beings L2; merges naturally with mythology
religion-lists-demons-list,Religion,3,event,true,Religion / Lists / Demons list,INTRA_REALM,Religion / Beings / Demons,,entity_list,,Beings L2 sibling of angels/deities
religion-lists-dramatic-portrayals-of-jesus-christ,Religion,3,event,true,Religion / Lists / Dramatic portrayals of Jesus Christ,CROSS_REALM,Culture / Mass media / Film and cinema / Religious portrayals / Jesus Christ,Culture,curiosity_list,,Film/media-domain content
religion-lists-founders-religious-list,Religion,3,event,true,Religion / Lists / Founders (religious) list,INTRA_REALM,Religion / Religious roles / Founders,,role_list,,Religious roles L2 exists
religion-lists-hinduism-lists,Religion,3,event,true,Religion / Lists / Hinduism lists,DISSOLVE,,,,,Meta navigation page. Hinduism content lives under Religion / Major religions / Hinduism.
religion-lists-indigetes-roman-gods-and-goddesses-list,Religion,3,event,true,Religion / Lists / Indigetes (Roman gods and goddesses) list,INTRA_REALM,Religion / Mythologies / Roman mythology / Indigetes,,entity_list,,Mythologies L2; subset of Roman pantheon
religion-lists-languages-by-year-of-first-bible-translation,Religion,3,event,true,Religion / Lists / Languages by year of first Bible translation,LENS,lens: temporal+language axis on Religion / Sacred texts / Bible / Translations,,,,§12 lens; specific to Bible-translation atom
religion-lists-major-religious-groups,Religion,3,event,true,Religion / Lists / Major religious groups,DISSOLVE,,,,,Dup of Religion / Major religions L2 itself. Pure navigation.
religion-lists-monasteries-dissolved-by-henry-viii,Religion,3,event,true,Religion / Lists / Monasteries dissolved by Henry VIII,CROSS_REALM,History / Historical events / English Reformation / Monasteries dissolved by Henry VIII,History,reference,,Historical-event reference; could also live under Religion if you prefer
religion-lists-mormonism-list,Religion,3,event,true,Religion / Lists / Mormonism list,DISSOLVE,,,,,Meta navigation page. Mormonism content lives under Religion / Major religions / Christianity / Mormonism.
religion-lists-patriarchs-of-antioch,Religion,3,event,true,Religion / Lists / Patriarchs of Antioch,INTRA_REALM,Religion / Religious roles / Patriarchs / Antioch,,role_list,,Eastern-Christian historical office list
religion-lists-patriarchs-of-constantinople,Religion,3,event,true,Religion / Lists / Patriarchs of Constantinople,INTRA_REALM,Religion / Religious roles / Patriarchs / Constantinople,,role_list,,Sibling of Antioch above
religion-lists-people-claimed-to-be-jesus,Religion,3,event,true,Religion / Lists / People claimed to be Jesus,INTRA_REALM,Religion / Issues and debates / Messianic claimants,,curiosity_list,,Theological-controversy class
religion-lists-popes-list,Religion,3,event,true,Religion / Lists / Popes list,INTRA_REALM,Religion / Religious roles / Popes,,role_list,,"Drop "" list"" suffix"
religion-lists-religions-and-spiritual-traditions,Religion,3,event,true,Religion / Lists / Religions and spiritual traditions,DISSOLVE,,,,,Dup of Religion / Major religions + Religion / Belief systems (both L2s exist). Pure navigation.
religion-lists-saints-list,Religion,3,event,true,Religion / Lists / Saints list,INTRA_REALM,Religion / Religious roles / Saints,,role_list,,"Drop "" list"" suffix"
religion-lists-sexually-active-popes,Religion,3,event,true,Religion / Lists / Sexually active popes,ADJUDICATE,,,,,§10 trivia-class; spec assumes keep — would route to Religion / Religious roles / Popes / Curiosities. Confirm.
science-lists,Science,2,event,false,Science / Lists,DISSOLVE_CONTAINER,,,,,
science-lists-astronomy-lists,Science,3,event,false,Science / Lists / Astronomy lists,DISSOLVE_CONTAINER,,,,,Astronomy sub-Lists container
science-lists-astronomy-lists-asteroid-groups,Science,4,event,true,Science / Lists / Astronomy lists / Asteroid groups,IMPORT_REALIZE,Science / Astronomy and space science / Solar System / Asteroid groups,,entity_list,IAU Minor Planet Center,
science-lists-astronomy-lists-astronomical-catalogues,Science,4,event,true,Science / Lists / Astronomy lists / Astronomical catalogues,INTRA_REALM,Science / Astronomy and space science / Astronomical catalogues,,reference,,"Reference of catalogues (Messier, NGC, etc.)"
science-lists-astronomy-lists-astronomical-objects-named-after-people,Science,4,event,true,Science / Lists / Astronomy lists / Astronomical objects named after people,INTRA_REALM,Science / Astronomy and space science / Astronomical objects named after people,,curiosity_list,,Onomastic curiosity
science-lists-astronomy-lists-astronomical-societies,Science,4,event,true,Science / Lists / Astronomy lists / Astronomical societies,INTRA_REALM,Science / Astronomy and space science / Astronomical societies,,organization_list,,
science-lists-astronomy-lists-astronomical-symbols,Science,4,event,true,Science / Lists / Astronomy lists / Astronomical symbols,INTRA_REALM,Science / Astronomy and space science / Astronomical symbols,,reference,,
science-lists-astronomy-lists-comets-by-type,Science,4,event,true,Science / Lists / Astronomy lists / Comets by type,IMPORT_REALIZE,Science / Astronomy and space science / Solar System / Comets / By type,,entity_list,IAU Minor Planet Center,By-type structure preserved (could also be LENS on comets atom)
science-lists-astronomy-lists-future-astronomical-events,Science,4,event,true,Science / Lists / Astronomy lists / Future astronomical events,INTRA_REALM,Science / Astronomy and space science / Future astronomical events,,event_list,,Predictive ephemeris reference
science-lists-astronomy-lists-meteor-showers-list,Science,4,event,true,Science / Lists / Astronomy lists / Meteor showers list,INTRA_REALM,Science / Astronomy and space science / Solar System / Meteor showers,,event_list,,"Drop "" list"" suffix"
science-lists-astronomy-lists-minor-planets-list,Science,4,event,true,Science / Lists / Astronomy lists / Minor planets list,IMPORT_REALIZE,Science / Astronomy and space science / Solar System / Minor planets,,entity_container,IAU MPC,"Massive open-ended catalog; drop "" list"" suffix"
science-lists-astronomy-lists-most-distant-astronomical-objects,Science,4,event,true,Science / Lists / Astronomy lists / Most distant astronomical objects,INTRA_REALM,Science / Astronomy and space science / Most distant astronomical objects,,ranked_list,,Top-N reference; time-varying
science-lists-astronomy-lists-possible-dwarf-planets-list,Science,4,event,true,Science / Lists / Astronomy lists / Possible dwarf planets list,INTRA_REALM,Science / Astronomy and space science / Solar System / Possible dwarf planets,,entity_list,,"Drop "" list"" suffix"
science-lists-astronomy-lists-space-telescopes,Science,4,event,true,Science / Lists / Astronomy lists / Space telescopes,INTRA_REALM,Science / Astronomy and space science / Space telescopes,,instrument_list,,
science-lists-astronomy-lists-telescopes,Science,4,event,true,Science / Lists / Astronomy lists / Telescopes,INTRA_REALM,Science / Astronomy and space science / Telescopes,,instrument_list,,Ground-based; sibling of space-telescopes
science-lists-astronomy-lists-trans-neptunian-objects,Science,4,event,true,Science / Lists / Astronomy lists / Trans-Neptunian objects,IMPORT_REALIZE,Science / Astronomy and space science / Solar System / Trans-Neptunian objects,,entity_list,IAU MPC,
science-lists-biological-journals,Science,3,event,true,Science / Lists / Biological journals,INTRA_REALM,Science / Biology / Biological journals,,publication_list,,Discipline-publications
science-lists-causes-of-death,Science,3,event,true,Science / Lists / Causes of death,CROSS_REALM,Health / Public health / Causes of death,Health,reference,,Public-health epidemiology reference
science-lists-chemistry-lists,Science,3,event,false,Science / Lists / Chemistry lists,DISSOLVE_CONTAINER,,,,,Chemistry sub-Lists container
science-lists-chemistry-lists-biomolecules,Science,4,event,true,Science / Lists / Chemistry lists / Biomolecules,INTRA_REALM,Science / Chemistry / Biochemistry / Biomolecules,,entity_list,,Biochemistry crossover Science/Biology
science-lists-chemistry-lists-compounds-list,Science,4,event,true,Science / Lists / Chemistry lists / Compounds list,IMPORT_REALIZE,Science / Chemistry / Compounds,,entity_container,standard chemistry reference (PubChem),"Open-ended; drop "" list"""
science-lists-chemistry-lists-elements-by-number,Science,4,event,true,Science / Lists / Chemistry lists / Elements by number,IMPORT_REALIZE,Science / Chemistry / Elements / By atomic number,,entity_list,IUPAC periodic table,Could collapse with By-symbol as the same atom-set with two lenses
science-lists-chemistry-lists-elements-by-symbol,Science,4,event,true,Science / Lists / Chemistry lists / Elements by symbol,IMPORT_REALIZE,Science / Chemistry / Elements / By symbol,,entity_list,IUPAC periodic table,See By-number above; consider LENS instead
science-lists-chemistry-lists-enthalpy-change-of-formation,Science,4,event,true,Science / Lists / Chemistry lists / Enthalpy change of formation,INTRA_REALM,Science / Chemistry / Thermodynamics / Enthalpy change of formation,,reference,,Thermodynamic data table
science-lists-chemistry-lists-functional-groups,Science,4,event,true,Science / Lists / Chemistry lists / Functional groups,INTRA_REALM,Science / Chemistry / Organic chemistry / Functional groups,,concept_list,,Organic-chem reference
science-lists-chemistry-lists-isotope-table,Science,4,event,true,Science / Lists / Chemistry lists / Isotope table,INTRA_REALM,Science / Chemistry / Elements / Isotopes,,reference,,Nuclear-chem reference
science-lists-chemistry-lists-stable-isotopes,Science,4,event,true,Science / Lists / Chemistry lists / Stable isotopes,INTRA_REALM,Science / Chemistry / Elements / Isotopes / Stable,,reference,,Sub-category of isotopes
science-lists-chemistry-lists-standard-electrode-potentials,Science,4,event,true,Science / Lists / Chemistry lists / Standard electrode potentials,INTRA_REALM,Science / Chemistry / Electrochemistry / Standard electrode potentials,,reference,,Electrochem reference table
science-lists-diseases-lists-botanical,Science,3,event,false,Science / Lists / Diseases lists (botanical),DISSOLVE_CONTAINER,,,,,Botanical-diseases sub-container
science-lists-diseases-lists-botanical-banana-and-plantain-diseases,Science,4,event,true,Science / Lists / Diseases lists (botanical) / Banana and plantain diseases,IMPORT_REALIZE,Science / Biology / Botany / Plant pathology / Banana and plantain diseases,,entity_list,plant-pathology reference,Crop-specific pathology
science-lists-diseases-lists-botanical-sweet-potato-diseases,Science,4,event,true,Science / Lists / Diseases lists (botanical) / Sweet potato diseases,IMPORT_REALIZE,Science / Biology / Botany / Plant pathology / Sweet potato diseases,,entity_list,plant-pathology reference,Sibling of banana above
